id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
5935934,0.75,Minshall. GO AWAY PLEASE YOU DAMN MUSLIM,0.125,0.4125,0.6875,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-11 23:10:51.084216+00,21,,376351,rejected,0,0,0,0,0,0.0,4,80
5356320,0.0,"Secretary Tillerson is not a God and neither is president Trump.  And you are not fully aware of why they made or didn't make a statement.  Mr. Manoa you  praise Trump and his Administration when it suits you, but you are not a Trump supporter.  Just someone who acts like one.  


The Paris Accord has no enforcement mechanism and no consequences for non compliance with the agreement.  Basically a wink and a handshake deal.  Now do you really believe Iran, N. Korea and many other countries like them will honor their word because that's all you have.  All of you out there who would trust their sworn word say ""AYE.""

""Trump will earn tremendous respect?""  Are you aware of what's been happening for the last 2 years?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-04 19:30:37.842450+00,55,5355004.0,340426,approved,0,0,0,0,0,0.0,0,4
5247921,0.0,"So, Trump in interview with CNBC-Lestor Holt and viewed by millions of  people  less than twentyfour hours ago, stated that his meeting with Russian representatives because Putin had requested that he do so;  so Trump says, ""what you going to do if Putin requests for Trump to meet with them?""  Most people say that he should have said, ""no"" because of the obvious reasons.""
That being said, and stepping back reflecting how all of these pieces are fitting together: The fallout created by Comey's firing and the varying explanation(s) given from the top on down. Next, we have Putin putting in a call to Trump to urgently meet with his people; to discuss what????, obviously about Comey and BEFORE things get out of hand, have his people(Russian reps.) coach up Trump before he spills the beans about his relationship with Russian collusion.
The Russians(Putin) are starting to see that they've enlisted a ""very loose"" cannon and that meeting was done to enforce damage control.
Stay tuned folks.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-12 15:03:26.518749+00,55,,333969,approved,1,0,0,2,0,0.0,0,4
5260669,0.0,"The Brazilians are the authors of their own misfortunes.  Latin Americans don't know how to manage their economies, period.  Venezuela, Mexico, Argentina, Brazil etc., all basket cases.",0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-16 01:18:48.500651+00,54,5259695.0,334771,approved,0,0,0,1,1,0.0,10,6
5716567,0.0,"A three year withdrawal coincides with Donald's last ""election"" which if it lasts more than four years he should call a doctor!",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-04 22:31:35.717846+00,54,,363104,approved,1,0,0,2,3,0.0,0,4
391956,0.0,"Hi there, the farmers will sometimes post ads in the delta paper and you can buy it whole, or you can also contact delta meats and sausage they will sometimes have it or can let you know who to call",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-18 13:10:15.394933+00,21,391148.0,141617,approved,0,0,0,0,0,0.0,4,4
5151698,0.0,Public schools are not allowed to promote any religious worship but they cannot stop anyone from engaging in religious worship on their own either. In my view it's better to have a room set aside to encourage the students to stay on school grounds. If a group of Christian students asked for a room for prayers it would be granted. Of course that may never happen; I woukd guess that youth from the old Christian stock in general fully embraces secularism and has abandoned religion. Atheism is one of the fastest growing minorities in North America thanks in large part to these millenials.,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-19 18:10:44.544257+00,54,,327856,approved,0,0,0,0,1,0.0,4,4
5608084,0.3,Westerns are just flower princesses with privilege.,0.0,0.0,0.2,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-17 17:25:34.893179+00,54,5606521.0,356193,rejected,1,0,0,0,0,0.0,0,10
517706,0.5,"He called approved of his daughter being called a piece of ass. He spoke openly and bragged about being able to grab women by the crotch when first meeting them and how they could not resist cause he was rich and famous. 

These statements were made by trump on many different shows in many different places.

You need to understand that the rest of us don't wear our tinfoil hats as tight as you do.

If the fact that this man can sexual his daughter and speak openly about sexual assault and assume that this does not chance the mind of the religious backing him then you have not been following the new.

Party of Personal Responsibility. Trump said it, now he can put on his big boy pants and pay for his words.",0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-09 18:40:34.874892+00,21,517672.0,148033,approved,0,0,0,2,0,0.4,4,10
516288,0.2,"Well, aren't our US Senators ""holier than thou""?
Two Choices:  
- A guy with a lewd mouth 
- A sexual predators enabler 
I will take Trump any day.  
This is simply another Clinton move because she knows she cannot win on the ISSUES.  
I believe this OPENS THE DOOR for Trump to EXCORIATE the Clinton's. I hope he rolls out one woman each day that Bill defiled.  
Vote Trump!",0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-08 23:13:19.603696+00,21,,148008,approved,0,0,0,7,0,0.2,4,10
906823,0.2,"Ok, so men aren't ""special"" for parenting.  Fair enough.  But, are we really going to start examining praise for gender-norm breaking behaviour?  Are you about to post an opinion bashing any praise heaped upon female firefighters, police, engineers, etc, etc.?  
No, you aren't.
And why?  Because - I SUSPECT - you identify with these achievements, they speak to your intrinsic beliefs.  Are you, Leah, willing to denounce this praise of women, who enter in to a male world, and succeed?  I SUSPECT you would find anyone who would dare do that to be a boorish ignoramus.  I would agree.  Leah, with the above opinion, is the company you now keep.
You can do much better, and have.  That article was, frankly, cringe-worthy.",0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-27 15:36:05.263080+00,54,,164268,approved,0,0,0,3,1,0.0,10,10
6171692,0.3,"Nobody said they worship Bill Clinton or even Barack Obama, that seems to be what you guys all want.  Most adults realize that all politicians are human with the same flaws all humans have, they do expect a level of decency from a President.  The reality is that Bill Clinton was a decent President and a very flawed human when it came to dealing with women in particular.  Donald Trump is a horrible President and so far has really no redeeming qualities as a human either.  He insults anyone and everyone, he lacks the ability to show even the most basic level of compassion for a person who just lost their spouse, lies about things that are provable as false, and on and on.  At this point, the only thing he has going for him, is that he makes liberals mad, and that seems to be enough for some people to support him.  As for being a horrible President, he has accomplished nothing legislatively, everything has been via EO, the same thing you hated Obama for.",0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-18 16:17:58.167804+00,102,6171398.0,390482,approved,0,0,0,12,3,0.0,4,10
6196839,0.5,"Interesting how a hug gets a huge headline and national news, while assault (a punch in the face) against the same guy just seconds earlier gets a bare passing mention and otherwise ignored.
.
.
.
(Now waiting for the usual replies that try to twist that into some sort of ""defense"" of white nationalists, as is typical around here.)",0.0,0.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,2017-10-21 21:08:06.225589+00,102,,391744,approved,0,0,0,3,0,0.0,10,10
918088,0.0,"No, the entire goal of our existence (according to Jesus) is to love God and love our brothers and sisters.  That's it.  That's all.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-29 19:36:07.665642+00,53,905814.0,164215,approved,0,0,0,3,0,0.0,4,4
5397202,0.0,I get that Run for Women is a bigger event - your original post asked when the Run for Men was and made that the issue. I answered your question. I'm sure that they would welcome your involvement and ideas about how to make this event bigger if you are concerned about it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-11 19:58:59.161673+00,21,5396677.0,342945,approved,0,0,0,0,0,0.0,4,4
6008186,0.5714285714285714,More white criminals are killed by police than blacks. But don't let facts disrupt your narrative (or are you for white killing like some in the blm),0.0714285714285714,0.0142857142857142,0.5428571428571428,0.2,0.1285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-23 19:39:23.014579+00,102,6008115.0,381166,rejected,0,0,0,0,0,0.0,4,70
6030447,0.3,"Trump threw his White billionaire NFL buddies under the bus in his ongoing effort to widen the racial divide. It may sound crazy but it turns out you can't own people of color in 2017.
The NFL is older than that song by eleven years.",0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-26 23:03:21.480174+00,102,,381888,rejected,0,0,0,0,0,0.0,4,10
516561,0.0,"I like this post. The liberal/progressive agenda has only hurt black people. Some of them seem to be taking notice of that fact....
The some of them appears to be 1 in 100,000, and that is being ""conservative"".",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-09 02:18:20.370922+00,21,512966.0,147785,approved,0,0,0,0,0,0.0,10,4
400491,0.6271186440677966,White on. Sad pathetic case.,0.0,0.0338983050847457,0.2033898305084745,0.6271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2016-07-25 05:00:41.358940+00,21,400084.0,142141,rejected,0,0,0,0,0,0.0338983050847457,10,59
770829,0.0,Her husband will be battling this disease for ten years (average life span from diagnosis).,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-30 17:50:36.723867+00,54,770750.0,159155,approved,0,0,0,1,0,0.0,0,4
5178734,0.6,"I don't think the Prime Minister is an idiot. I think if there were an election today, he's still be prime minister.  Unless you want to have Kellie and Kevin. All that's missing is another K.",0.0142857142857142,0.1428571428571428,0.0428571428571428,0.5571428571428572,0.0142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-25 21:47:57.844419+00,54,5176223.0,329408,rejected,0,0,0,0,0,0.0,0,70
5027703,0.2,"That of course is just cosmetics - it doesn't include manicures, pedicures, hair colouring, styling etc or perfume. Or clothing/fashion.The Independent in the UK reports: Average British woman spends £140,000 on hair and cosmetics in her lifetime - in dollars it turns out to be $66,000 at the hairdresser and $166,000 on cosmetics. None of my girlfriends would be surprised at this. And yet we are supposed to believe that men are more narcissistic gender?",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-20 08:12:03.923548+00,54,5027698.0,320373,rejected,0,0,0,1,0,0.0,4,10
845297,0.8026315789473683,"The fact that you omit Hamas demonstrates a shameless ignorance that reeks of an anti-Israel bias. Hamas and Fatah both teach their children that Israel and its people are a cancer that must be removed from middle east, how is Israel (even the progressives in Israel) supposed to reconcile that fact. Just look at what happened to Gaza and the last settlers left, it turned into a terrorist haven for pig-headed Islamist terrorists and  a base to launch terrorist attacks against Israeli civilians. When you have a political leadership that rewards the families of terrorists who stab pregnant women at the grocery store, don't be surprised by the skepticism from the Israelis. Bringing up Iran only further demonstrates an unapologetic narrow-minded stupidity - thought police who beat women with sticks for dressing too western or dancing to a song with ""Happy!"" as the chorus... look at all the beautiful churches and beaches in Iran, oh wait, never mind, you ignorant clown.",0.1447368421052631,0.131578947368421,0.3552631578947368,0.8026315789473683,0.0657894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-16 00:00:39.898097+00,54,844226.0,162041,approved,0,0,0,1,5,0.0131578947368421,10,76
5891795,0.8333333333333333,"The import of it, so to speak, is to remind ""the world"" that there are idiots who think they are shaping the world through a lot of public relations activity. Making a movie and writing ""music"". Remember, broadcast TV needed a female body that could dance and, so to speak, sing because they were launching this new thing called MTV. Adolescent boys ate it up as it addressed their sexual fantasies. MSM loved it too, as they could sell more soap too. Once you are in the MSM, you are then a kind of immortal, insofar as media is involved, which is a separate ""world"" that ""conquers"" the actual world.",0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-04 00:25:45.881292+00,55,5891523.0,373799,approved,0,0,0,0,0,0.0,5,6
5767968,0.0,"sso for the last year with all the left wing hate and violence at trump rallies and other places after the election by lunatic left wing nuts,, i guess by your thinking we need to blame left wing thugs like CNN, MSNBC, NY Times, etc, etc,, they reaped what they sowed right?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-14 21:07:49.628840+00,54,5766986.0,366265,rejected,0,0,0,0,0,0.0,4,4
660690,0.5,"Oh Boo hoo, if we sound like armed hoodlums, it comes from a Place of Pain. Get yer hankies out, Albertie is a-whining again. I'm surprised they don't blame Jewish Bankers and the Masonic Lodge.",0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-04 22:01:45.752394+00,54,,154570,rejected,0,1,0,0,0,0.2,4,10
5795030,0.6,"I believe he's mentally ill. Put the stress of the presidency on him and his mental problems are exacerbated.  I think the GOP senators and reps were hoping he was all bluster during the campaign, but would govern responsibly after he won. But as the story stated, they were sadly mistaken.",0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2017-08-18 16:06:01.646798+00,102,5794684.0,367986,approved,0,0,0,10,4,0.0,10,10
6088876,0.0,"That's a low bar indeed, Layla.  Lots of parliamentarians do that which is one reason the PM now avoids Question Period as often as he can.

As to immigration minister Hussen, he is certainly the polar opposite of the PM in terms of starting his life in Canada as a poor refugee from Somalia who had to work very hard for everything he has received in his career.  And he has much more relevant education, experience and accomplishments than his boss.

But he has only been an MP for 2 years less 2 weeks and a minister for 7 months so it is prudent to not just hear what he says but see how he does over a significant period of time.

It will be telling to see how he handles the current fiasco involving faux refugees illegally crossing into Canada.

As well, I shall be interested in seeing how he explains the watering down of our citizenship standards that takes effect on November 11th and to see if the next annual immigration quota puts a premium on skilled contributors or needy relatives.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-05 15:57:13.113373+00,54,6087291.0,385472,approved,0,0,0,11,0,0.0,0,4
5785141,0.4,"Love the post Nate, keep it up, was thinking about the same hypocrisy.  I don't know a single member of congress, the administration, nor the judiciary in federal or state government who support the KKK or white supremacists.  However, the communists and fascists get a free pass?  Antifa is anti-hate?  Not as far as I've seen.",0.0,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.7,2017-08-17 02:46:12.701297+00,13,5779114.0,367121,approved,0,0,0,0,0,0.0,10,10
6031838,0.5,How is Trump racist when his ex gf of 2 years was black?  Sure a racist will go with a black woman for 2 years.  know your facts,0.0,0.0285714285714285,0.3857142857142857,0.3428571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-27 02:40:25.709513+00,55,6028237.0,382050,rejected,0,0,0,0,0,0.0,4,70
757815,0.4,"All that Canadian Taxpayer money spent to bring in a culture who follow ISLAM and by their own Koran Doctrine believe they have the right to kill you, if you do not carry the same beliefs' as them, a Regular Canadian to them unless they are Islamic is called a""KAFIR"" or an ""INFIDEL"" , whom  they believe they are entitled to kill! 
How world you like that for a neighbor?",0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2016-12-27 01:08:03.469544+00,54,,158626,approved,0,0,0,0,0,0.0,10,10
